source_controller,annotation,cluster,namespace,ingress,valor,funcionalidade,apisix_plugin,apisix_config,suporte,observacoes,jira_card
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,connect,rd-albato-nuvemshop,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,connect,rd-albato-nuvemshop-com-br,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,connect,rd-albato-woocommerce,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,connect,rd-albato-woocommerce-com-br,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,connect,rds-assets-app-api,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,connect,rdstation-albato-pipedrive-com,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,connect,rdstation-albato-pipedrive-com-br,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,connect,rdstation-albato-salesforce-com,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,connect,rdstation-albato-salesforce-com-br,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,connect,rdstation-albato-shopify-com,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,connect,rdstation-albato-shopify-com-br,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,connect,rdstation-albato-vtex-com,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,connect,rdstation-albato-vtex-com-br,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,connect,rdstation-api,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,connect,webhook-service-api,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,contact-mgmt,cdp,false,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,convert,city-api,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,convert,form-integrations-api,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,convert,form-integrations-api-internal,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,convert,rd-social-conversion,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,crm,crm-aws-index-html,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,crm,crm-elastic,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,review-crmgrowt3481,review-crmgrowt3481,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,review-crmgrowt3481,review-crmgrowt3481-internal,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,crm,sidekiq-okta-oauth,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,crm,web,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,crm,web-canary,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,crm,web-internal,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,crm,web-internal-v2,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,crm,web-sidekiq-oauth,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,crm,web-whitelist,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,insights,crm-mcp,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,analyze,access-orchestration-app,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,analyze,attribution-analysis-api,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,analyze,data-platform-data-access-api,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,analyze,report-builder-api,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,insights,insights-platform-api,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,insights,insights-platform-api-v2,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,insights,insights-platform-api-v2-v2,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,insights,marketing-mcp,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,insights,rds-crm-copilot,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,insights,rds-crm-copilot-public,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,insights,rdsc-copilot,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,insights,rudi-api,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,email,email-validator,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,email,email-validator-wh-billing,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,email,email-validator-wh-exact,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,email,email-validator-wh-pubsub,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,email,rd-chat-bot,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,email,rd-whatsapp-console,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,devexp,backstage,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,devexp,backstage-bot-api,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,devexp,backstage-entities-api,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,devexp,backstage-git-api,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,devexp,backstage-oauth,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,devexp,backstage-rollbar-api,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,devexp,backstage-subscribe-github,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,devexp,circle-ci-metrics-extractor,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,devexp,metrics-extractor-to-datalake,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,devexp,oraculo-metrics-extractor,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,devexp,oraculo-staging,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,devexp,rdsm-deploy-metrics-collector,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,devexp,rocknrollout2,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,insights,ai-platform-builder,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,insights,ai-platform-litellm,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,insights,marketing-copilot,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,insights,marketing-copilot-public,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,leadgen,event-harbor,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,leadgen,webpusher,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,support,incident-io-ruby-client,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,ops-central,monitor-history,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,plg,preview-whatsfree,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,frontend,tangram-website,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,fronthub,datadog-workshop,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,multi,multichannel-api,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,insights,executive-agent,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,insights,inngest,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,kafka,dashboard-kafka-staging,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,kong,kong-admin,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,kong,kong-proxy,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,rms,cap-hook,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,rms,contas-staging,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,rms,rd-contas-smart-retry-staging,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,rms,subscription-manager-api,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,sre,internal-ingress,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,rd-sms,webhook-billing,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,rd-sms,webhook-pubsub,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/force-ssl-redirect,staging-234557__cluster-staging,rd-sms,account-api,true,Força redirecionamento para HTTPS mesmo com X-Forwarded-Proto,redirect,plugin redirect: http_to_https: true,Completo,,
nginx,nginx.ingress.kubernetes.io/whitelist-source-range,production-230322__cluster-production,automation,automation-event-based-engine,"10.0.0.0/8,45.235.52.24/29,189.28.39.112/29,187.61.201.252/32,189.54.218.255/32,190.123.194.112/32,201.47.75.218/32,201.",CIDRs permitidos (whitelist de IP),ip-restriction,plugin ip-restriction: whitelist,Completo,,
nginx,nginx.ingress.kubernetes.io/whitelist-source-range,production-230322__cluster-production,connect,rd-albato,"189.28.39.112/29,179.108.123.80/28,45.235.52.24/29,10.0.0.0/8,34.42.162.110,35.184.177.222,35.225.89.240,34.136.72.72,34",CIDRs permitidos (whitelist de IP),ip-restriction,plugin ip-restriction: whitelist,Completo,,
nginx,nginx.ingress.kubernetes.io/whitelist-source-range,production-230322__cluster-production,crm,kibana-crm,"10.0.0.0/8,177.135.66.241/29,177.135.66.241/29,177.135.66.241/29,179.108.123.80/28,177.135.66.241/29,201.47.75.216/29,45",CIDRs permitidos (whitelist de IP),ip-restriction,plugin ip-restriction: whitelist,Completo,,
nginx,nginx.ingress.kubernetes.io/whitelist-source-range,production-230322__cluster-production,kong,kongadmin,"201.47.75.216/29,179.108.123.80/28,177.135.66.240/29,187.49.235.32/29,45.235.52.24/29,189.28.39.112/29,179.190.144.219/3",CIDRs permitidos (whitelist de IP),ip-restriction,plugin ip-restriction: whitelist,Completo,,
nginx,nginx.ingress.kubernetes.io/whitelist-source-range,production-230322__cluster-production,core,rd-whatsapp-console,"10.0.0.0/8,45.235.52.24/29,189.28.39.112/29,187.61.201.252/32,189.54.218.255/32,190.123.194.112/32,201.47.75.218/32,201.",CIDRs permitidos (whitelist de IP),ip-restriction,plugin ip-restriction: whitelist,Completo,,
nginx,nginx.ingress.kubernetes.io/whitelist-source-range,rd-accounts-prd-01__services-gke-usc1-accounts-prd-01,accounts-auth,hydra-admin-api,"10.0.0.0/8,179.108.123.80/28,177.135.66.240/29,187.61.201.252/32,189.54.218.255/32,190.123.194.112/32,201.47.75.218/32,2",CIDRs permitidos (whitelist de IP),ip-restriction,plugin ip-restriction: whitelist,Completo,,
nginx,nginx.ingress.kubernetes.io/whitelist-source-range,rd-accounts-prd-01__services-gke-usc1-accounts-prd-01,accounts-auth,platform-session-service,"10.0.0.0/8,45.235.52.24/29,189.28.39.112/29,187.61.201.252/32,189.54.218.255/32,190.123.194.112/32,201.47.75.218/32,201.",CIDRs permitidos (whitelist de IP),ip-restriction,plugin ip-restriction: whitelist,Completo,,
nginx,nginx.ingress.kubernetes.io/whitelist-source-range,rd-analytics-prd-01__gke-usc1-analytics-prd-01,analyze,basic-analytics-ingress,10.0.0.0/8,CIDRs permitidos (whitelist de IP),ip-restriction,plugin ip-restriction: whitelist,Completo,,
nginx,nginx.ingress.kubernetes.io/whitelist-source-range,rd-analytics-prd-01__gke-usc1-analytics-prd-01,analyze,data-platform-data-access-api,"10.0.0.0/8,45.235.52.24/29,189.28.39.112/29,187.61.201.252/32,189.54.218.255/32,190.123.194.112/32,201.47.75.218/32,201.",CIDRs permitidos (whitelist de IP),ip-restriction,plugin ip-restriction: whitelist,Completo,,
nginx,nginx.ingress.kubernetes.io/whitelist-source-range,rd-analytics-prd-01__gke-usc1-analytics-prd-01,analyze,report-builder-api,"10.0.0.0/8,45.235.52.24/29,189.28.39.112/29,187.61.201.252/32,189.54.218.255/32,190.123.194.112/32,201.47.75.218/32,201.",CIDRs permitidos (whitelist de IP),ip-restriction,plugin ip-restriction: whitelist,Completo,,
nginx,nginx.ingress.kubernetes.io/whitelist-source-range,rd-analytics-prd-01__gke-usc1-analytics-prd-01,insights,inngest,"10.0.0.0/8,34.42.162.110,35.184.177.222,35.225.89.240,34.136.72.72,34.160.159.172,179.108.123.82/32",CIDRs permitidos (whitelist de IP),ip-restriction,plugin ip-restriction: whitelist,Completo,,
nginx,nginx.ingress.kubernetes.io/whitelist-source-range,rd-analytics-prd-01__gke-usc1-analytics-prd-01,insights,inngest-public,"0.0.0.0/0,::/0",CIDRs permitidos (whitelist de IP),ip-restriction,plugin ip-restriction: whitelist,Completo,,
nginx,nginx.ingress.kubernetes.io/whitelist-source-range,rd-analytics-prd-01__gke-usc1-analytics-prd-01,insights,rds-crm-copilot,"10.0.0.0/8,34.42.162.110,35.184.177.222,35.225.89.240,34.136.72.72,34.160.159.172",CIDRs permitidos (whitelist de IP),ip-restriction,plugin ip-restriction: whitelist,Completo,,
nginx,nginx.ingress.kubernetes.io/whitelist-source-range,rd-analytics-prd-01__gke-usc1-analytics-prd-01,insights,marketing-copilot,"10.0.0.0/8,34.42.162.110,35.184.177.222,35.225.89.240,34.136.72.72,34.160.159.172",CIDRs permitidos (whitelist de IP),ip-restriction,plugin ip-restriction: whitelist,Completo,,
nginx,nginx.ingress.kubernetes.io/whitelist-source-range,rd-billing-prd-01__services-gke-usc1-billing-prd-01,billing,rabbitmq-cluster,"45.235.52.24/29,179.108.123.80/28,189.28.39.112/29,10.0.0.0/8",CIDRs permitidos (whitelist de IP),ip-restriction,plugin ip-restriction: whitelist,Completo,,
nginx,nginx.ingress.kubernetes.io/whitelist-source-range,rd-contactmgmt-prd-01__es-cm-default-gke-usc1-prd-01,elasticsearch,kibana-es-cm-default-01,"10.0.0.0/8,179.191.65.118/32,189.22.9.242/32,179.108.123.82/32,177.135.66.243/32,201.47.75.216/29,35.222.163.73/32,179.1",CIDRs permitidos (whitelist de IP),ip-restriction,plugin ip-restriction: whitelist,Completo,,
nginx,nginx.ingress.kubernetes.io/whitelist-source-range,rd-contactmgmt-prd-01__es-cm-ent-gke-usc1-prd-01,elasticsearch,kibana-es-cm-ent-01,"179.191.65.118/32,189.22.9.242/32,179.108.123.82/32,177.135.66.243/32,201.47.75.216/32,35.222.163.73/32,10.0.0.0/8,179.1",CIDRs permitidos (whitelist de IP),ip-restriction,plugin ip-restriction: whitelist,Completo,,
nginx,nginx.ingress.kubernetes.io/whitelist-source-range,rd-contactmgmt-prd-01__es-cm-etl-gke-usc1-prd-01,elasticsearch,kibana-es-cm-etl-01,"10.0.0.0/8,179.191.65.118/32,189.22.9.242/32,179.108.123.82/32,177.135.66.243/32,201.47.75.216/29,35.222.163.73/32,179.1",CIDRs permitidos (whitelist de IP),ip-restriction,plugin ip-restriction: whitelist,Completo,,
nginx,nginx.ingress.kubernetes.io/whitelist-source-range,rd-contactmgmt-prd-01__es-cm-midmarket-01-gke-usc1-prd-01,elasticsearch,kibana-es-cm-usc1-prd-midmarket-01,"189.124.148.73/32,35.224.157.232/32,179.191.65.118/32,189.22.9.242/32,179.108.123.82/32,177.135.66.243/32,201.47.75.216/",CIDRs permitidos (whitelist de IP),ip-restriction,plugin ip-restriction: whitelist,Completo,,
nginx,nginx.ingress.kubernetes.io/whitelist-source-range,rd-contactmgmt-prd-01__es-cm-pro-gke-usc1-prd-01,elasticsearch,kibana-es-cm-pro-01,"10.0.0.0/8,179.191.65.118/32,189.22.9.242/32,179.108.123.82/32,177.135.66.243/32,201.47.75.216/29,35.222.163.73/32,179.1",CIDRs permitidos (whitelist de IP),ip-restriction,plugin ip-restriction: whitelist,Completo,,
nginx,nginx.ingress.kubernetes.io/whitelist-source-range,rd-contactmgmt-prd-01__es-cm-pro-gke-usc1-prd-02,elasticsearch,kibana-es-cm-pro-02,"10.0.0.0/8,179.191.65.118/32,189.22.9.242/32,179.108.123.82/32,177.135.66.243/32,201.47.75.216/29,35.222.163.73/32,179.1",CIDRs permitidos (whitelist de IP),ip-restriction,plugin ip-restriction: whitelist,Completo,,
